station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFMC,LFMC,2023-05-12 00:00,51.80,44.60,76.34,0.00,0.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,LFMC 120000Z AUTO 00000KT 9999 ////// 11/07 Q1010,M
LFMC,LFMC,2023-05-12 00:30,50.00,46.40,87.37,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,LFMC 120030Z AUTO VRB02KT 9999 ////// 10/08 Q1010,M
LFMC,LFMC,2023-05-12 01:00,50.00,44.60,81.61,0.00,0.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,LFMC 120100Z AUTO 00000KT 9999 ////// 10/07 Q1010,M
LFMC,LFMC,2023-05-12 01:30,50.00,44.60,81.61,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,LFMC 120130Z AUTO VRB02KT 9999 ////// 10/07 Q1010,M
LFMC,LFMC,2023-05-12 02:00,50.00,42.80,76.18,0.00,0.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,LFMC 120200Z AUTO 00000KT 9999 ////// 10/06 Q1010,M
LFMC,LFMC,2023-05-12 02:30,48.20,42.80,81.47,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,48.20,LFMC 120230Z AUTO VRB02KT 9999 ////// 09/06 Q1010,M
LFMC,LFMC,2023-05-12 03:00,46.40,42.80,87.19,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120300Z AUTO VRB02KT 9999 ////// 08/06 Q1010,M
LFMC,LFMC,2023-05-12 03:30,46.40,42.80,87.19,M,1.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120330Z AUTO VRB01KT 9999 ////// 08/06 Q1010,M
LFMC,LFMC,2023-05-12 04:00,46.40,42.80,87.19,100.00,2.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120400Z AUTO 10002KT 9999 ////// 08/06 Q1011,M
LFMC,LFMC,2023-05-12 04:30,46.40,42.80,87.19,M,3.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,45.15,LFMC 120430Z AUTO VRB03KT 9999 ////// 08/06 Q1011,M
LFMC,LFMC,2023-05-12 05:00,46.40,42.80,87.19,250.00,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120500Z AUTO 25002KT 9999 ////// 08/06 Q1010,M
LFMC,LFMC,2023-05-12 05:30,46.40,42.80,87.19,M,2.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120530Z AUTO VRB02KT 9999 ////// 08/06 Q1011,M
LFMC,LFMC,2023-05-12 06:00,46.40,44.60,93.40,60.00,2.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,46.40,LFMC 120600Z AUTO 06002KT 9999 ////// 08/07 Q1011,M
LFMC,LFMC,2023-05-12 06:30,53.60,46.40,76.50,250.00,4.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFMC 120630Z AUTO 25004KT 180V300 9999 ////// 12/08 Q1011,M
LFMC,LFMC,2023-05-12 07:00,57.20,46.40,67.12,280.00,4.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,57.20,LFMC 120700Z AUTO 28004KT 240V340 9999 ////// 14/08 Q1011,M
LFMC,LFMC,2023-05-12 07:30,60.80,46.40,59.01,M,1.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,60.80,LFMC 120730Z AUTO VRB01KT 9999 ////// 16/08 Q1011,M
LFMC,LFMC,2023-05-12 08:00,62.60,46.40,55.37,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,62.60,LFMC 120800Z AUTO VRB02KT 9999 ////// 17/08 Q1010,M
LFMC,LFMC,2023-05-12 08:30,66.20,50.00,55.88,M,2.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,66.20,LFMC 120830Z AUTO VRB02KT 9999 ////// 19/10 Q1010,M
LFMD,LFMD,2023-05-12 00:00,51.80,48.20,87.47,360.00,3.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120000Z AUTO 36003KT 330V030 CAVOK 11/09 Q1010,M
LFMD,LFMD,2023-05-12 00:30,51.80,48.20,87.47,360.00,4.00,0.00,29.83,M,6.21,M,FEW,M,M,M,9200.00,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120030Z AUTO 36004KT 320V020 9999 FEW092 11/09 Q1010,M
LFMD,LFMD,2023-05-12 01:00,51.80,48.20,87.47,360.00,5.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120100Z AUTO 36005KT 330V030 CAVOK 11/09 Q1010,M
LFMD,LFMD,2023-05-12 01:30,51.80,48.20,87.47,340.00,3.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120130Z AUTO 34003KT 310V030 CAVOK 11/09 Q1010,M
LFMD,LFMD,2023-05-12 02:00,51.80,46.40,81.74,350.00,4.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,8800.00,13000.00,M,M,M,M,M,M,M,M,M,51.80,LFMD 120200Z AUTO 35004KT 320V020 9999 BKN088 BKN130 11/08 Q1010,M
LFMD,LFMD,2023-05-12 02:30,51.80,46.40,81.74,350.00,5.00,0.00,29.83,M,6.21,M,FEW,BKN,M,M,2500.00,9000.00,M,M,M,M,M,M,M,M,M,51.80,LFMD 120230Z AUTO 35005KT 320V020 9999 FEW025 BKN090 11/08 Q1010,M
LFMD,LFMD,2023-05-12 03:00,51.80,46.40,81.74,350.00,4.00,0.00,29.83,M,6.21,M,FEW,BKN,BKN,M,2400.00,7000.00,9200.00,M,M,M,M,M,M,M,M,51.80,LFMD 120300Z AUTO 35004KT 320V030 9999 FEW024 BKN070 BKN092 11/08 Q1010 NOSIG,M
LFMD,LFMD,2023-05-12 03:30,51.80,46.40,81.74,360.00,4.00,0.00,29.83,M,6.21,M,FEW,M,M,M,7400.00,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120330Z AUTO 36004KT 330V030 9999 FEW074 11/08 Q1010 NOSIG,M
LFMD,LFMD,2023-05-12 04:00,51.80,46.40,81.74,340.00,4.00,0.00,29.83,M,6.21,M,BKN,M,M,M,7800.00,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120400Z AUTO 34004KT 290V020 9999 BKN078 11/08 Q1010 NOSIG,M
LFMD,LFMD,2023-05-12 04:30,51.80,46.40,81.74,360.00,4.00,0.00,29.83,M,6.21,M,OVC,M,M,M,7400.00,M,M,M,M,M,M,M,M,M,M,51.80,LFMD 120430Z AUTO 36004KT 320V050 9999 OVC074 11/08 Q1010 NOSIG,M
LFMD,LFMD,2023-05-12 05:00,53.60,46.40,76.50,360.00,3.00,0.00,29.83,M,6.21,M,FEW,M,M,M,7800.00,M,M,M,M,M,M,M,M,M,M,53.60,LFMD 120500Z AUTO 36003KT 320V040 9999 FEW078 12/08 Q1010 NOSIG,M
LFMD,LFMD,2023-05-12 05:30,55.40,48.20,76.66,360.00,4.00,0.00,29.83,M,6.21,M,BKN,///,M,M,7400.00,M,M,M,M,M,M,M,M,M,M,55.40,LFMD 120530Z AUTO 36004KT 290V050 9999 BKN074/// //////CB 13/09 Q1010 TEMPO SCT090,M
LFMD,LFMD,2023-05-12 06:00,57.20,48.20,71.83,350.00,4.00,0.00,29.83,M,6.21,M,SCT,M,M,M,7800.00,M,M,M,M,M,M,M,M,M,M,57.20,LFMD 120600Z AUTO 35004KT 280V030 9999 SCT078 14/09 Q1010 TEMPO FEW040CB,M
LFMD,LFMD,2023-05-12 06:30,60.80,50.00,67.54,330.00,3.00,0.00,29.83,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMD 120630Z AUTO 33003KT 260V060 CAVOK 16/10 Q1010 TEMPO FEW040CB BECMG 12010KT,M
LFMD,LFMD,2023-05-12 07:00,62.60,51.80,67.75,M,1.00,0.00,29.83,M,6.21,M,SCT,BKN,M,M,7600.00,24000.00,M,M,M,M,M,M,M,M,M,62.60,LFMD 120700Z AUTO VRB01KT 9999 SCT076 BKN240 17/11 Q1010 TEMPO FEW040CB,M
LFMD,LFMD,2023-05-12 07:30,64.40,53.60,67.95,210.00,4.00,0.00,29.83,M,6.21,M,FEW,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,64.40,LFMD 120730Z AUTO 21004KT 170V230 9999 FEW037 18/12 Q1010 TEMPO TSRA SCT030CB,M
LFMD,LFMD,2023-05-12 08:00,66.20,48.20,52.25,170.00,4.00,0.00,29.83,M,6.21,M,BKN,BKN,M,M,4200.00,7800.00,M,M,M,M,M,M,M,M,M,66.20,LFMD 120800Z AUTO 17004KT 120V220 9999 BKN042 BKN078 19/09 Q1010 TEMPO TSRA SCT030CB,M
LFMD,LFMD,2023-05-12 08:30,66.20,51.80,59.74,180.00,6.00,0.00,29.85,M,6.21,M,SCT,BKN,BKN,///,4400.00,7800.00,8800.00,M,M,M,M,M,M,M,M,66.20,LFMD 120830Z AUTO 18006KT 150V210 9999 SCT044/// BKN078/// BKN088/// //////TCU 19/11 Q1011 TEMPO SCT030CB,M
LFMH,LFMH,2023-05-12 00:00,50.00,44.60,81.61,20.00,3.00,0.00,29.97,M,6.21,M,BKN,OVC,M,M,1500.00,3500.00,M,M,M,M,M,M,M,M,M,50.00,LFMH 120000Z AUTO 02003KT 9999 BKN015 OVC035 10/07 Q1015,M
LFMH,LFMH,2023-05-12 00:30,48.20,44.60,87.28,350.00,3.00,0.00,29.97,M,6.21,M,BKN,BKN,BKN,M,1800.00,3300.00,4300.00,M,M,M,M,M,M,M,M,47.21,LFMH 120030Z AUTO 35003KT 310V020 9999 BKN018 BKN033 BKN043 09/07 Q1015,M
LFMH,LFMH,2023-05-12 01:00,48.20,46.40,93.45,360.00,4.00,0.00,29.97,M,6.21,M,SCT,BKN,BKN,///,1700.00,3500.00,4100.00,M,M,M,M,M,M,M,M,46.34,LFMH 120100Z AUTO 36004KT 310V020 9999 SCT017/// BKN035/// BKN041/// //////TCU 09/08 Q1015,M
LFMH,LFMH,2023-05-12 01:30,48.20,46.40,93.45,360.00,4.00,0.00,29.94,M,6.21,M,FEW,BKN,OVC,///,1600.00,3600.00,4400.00,M,M,M,M,M,M,M,M,46.34,LFMH 120130Z AUTO 36004KT 330V030 9999 FEW016/// BKN036/// OVC044/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 02:00,48.20,46.40,93.45,20.00,3.00,0.00,29.94,M,6.21,M,BKN,OVC,///,M,1800.00,3200.00,M,M,-RA,M,M,M,M,M,M,47.21,LFMH 120200Z AUTO 02003KT 350V050 9999 -RA BKN018/// OVC032/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 02:30,48.20,46.40,93.45,340.00,4.00,0.00,29.94,M,6.21,M,BKN,BKN,OVC,///,1900.00,3100.00,4600.00,M,-RA,M,M,M,M,M,M,46.34,LFMH 120230Z AUTO 34004KT 310V020 9999 -RA BKN019/// BKN031/// OVC046/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 03:00,48.20,46.40,93.45,10.00,5.00,0.00,29.94,M,6.21,M,SCT,BKN,OVC,///,1300.00,2200.00,2900.00,M,RA,M,M,M,M,M,M,45.63,LFMH 120300Z AUTO 01005KT 330V030 9999 RA SCT013/// BKN022/// OVC029/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 03:30,48.20,46.40,93.45,340.00,4.00,0.00,29.94,M,5.59,M,OVC,///,M,M,1100.00,M,M,M,-RA,M,M,M,M,M,M,46.34,LFMH 120330Z AUTO 34004KT 310V020 9000 -RA OVC011/// //////CB 09/08 Q1014,M
LFMH,LFMH,2023-05-12 04:00,48.20,46.40,93.45,340.00,5.00,0.00,29.94,M,6.21,M,OVC,///,M,M,900.00,M,M,M,M,M,M,M,M,M,M,45.63,LFMH 120400Z AUTO 34005KT 310V020 9999 OVC009/// //////CB 09/08 Q1014,M
LFMH,LFMH,2023-05-12 04:30,48.20,48.20,100.00,340.00,6.00,0.00,29.94,M,2.98,M,BKN,BKN,OVC,///,1100.00,2900.00,4000.00,M,-RA BR,M,M,M,M,M,M,45.04,LFMH 120430Z AUTO 34006KT 4800 -RA BR BKN011/// BKN029/// OVC040/// //////CB 09/09 Q1014,M
LFMH,LFMH,2023-05-12 05:00,48.20,46.40,93.45,340.00,7.00,0.00,29.94,M,6.21,M,BKN,OVC,///,M,800.00,2700.00,M,M,M,M,M,M,M,M,M,44.53,LFMH 120500Z AUTO 34007KT 300V010 9999 BKN008/// OVC027/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 05:30,48.20,46.40,93.45,330.00,6.00,0.00,29.94,M,6.21,M,FEW,BKN,OVC,///,800.00,1500.00,2500.00,M,M,M,M,M,M,M,M,45.04,LFMH 120530Z AUTO 33006KT 310V010 9999 FEW008/// BKN015/// OVC025/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 06:00,48.20,46.40,93.45,340.00,7.00,0.00,29.94,M,6.21,M,FEW,SCT,OVC,///,800.00,1400.00,2500.00,M,M,M,M,M,M,M,M,44.53,LFMH 120600Z AUTO 34007KT 280V020 9999 FEW008/// SCT014/// OVC025/// //////TCU 09/08 Q1014,M
LFMH,LFMH,2023-05-12 06:30,50.00,46.40,87.37,350.00,7.00,0.00,29.94,M,6.21,M,FEW,OVC,M,M,800.00,2400.00,M,M,M,M,M,M,M,M,M,50.00,LFMH 120630Z AUTO 35007KT 9999 FEW008 OVC024 10/08 Q1014,M
LFMH,LFMH,2023-05-12 07:00,50.00,46.40,87.37,350.00,5.00,0.00,29.97,M,6.21,M,FEW,BKN,OVC,M,2100.00,2700.00,3300.00,M,M,M,M,M,M,M,M,50.00,LFMH 120700Z AUTO 35005KT 310V020 9999 FEW021 BKN027 OVC033 10/08 Q1015,M
LFMH,LFMH,2023-05-12 07:30,50.00,46.40,87.37,340.00,6.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,1300.00,2900.00,M,M,M,M,M,M,M,M,M,50.00,LFMH 120730Z AUTO 34006KT 250V020 9999 BKN013 OVC029 10/08 Q1014,M
LFMH,LFMH,2023-05-12 08:00,50.00,46.40,87.37,350.00,7.00,0.00,29.94,M,6.21,M,SCT,OVC,M,M,1200.00,1900.00,M,M,M,M,M,M,M,M,M,50.00,LFMH 120800Z AUTO 35007KT 310V010 9999 SCT012 OVC019 10/08 Q1014,M
LFMH,LFMH,2023-05-12 08:30,51.80,48.20,87.47,340.00,8.00,0.00,29.94,M,6.21,M,FEW,BKN,OVC,M,1300.00,2000.00,3300.00,M,M,M,M,M,M,M,M,51.80,LFMH 120830Z AUTO 34008KT 300V010 9999 FEW013 BKN020 OVC033 11/09 Q1014,M
LFMI,LFMI,2023-05-12 00:00,55.40,44.60,66.91,300.00,10.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFMI 120000Z AUTO 30010KT CAVOK 13/07 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 00:30,53.60,46.40,76.50,290.00,12.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120030Z AUTO 29012KT CAVOK 12/08 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 01:00,53.60,44.60,71.45,280.00,12.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120100Z AUTO 28012KT CAVOK 12/07 Q1012 BECMG 34012KT,M
LFMI,LFMI,2023-05-12 01:30,55.40,44.60,66.91,290.00,13.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFMI 120130Z AUTO 29013KT CAVOK 13/07 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 02:00,55.40,42.80,62.46,300.00,14.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFMI 120200Z AUTO 30014KT CAVOK 13/06 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 02:30,53.60,42.80,66.70,290.00,14.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120230Z AUTO 29014KT CAVOK 12/06 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 03:00,53.60,42.80,66.70,290.00,13.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120300Z AUTO 29013KT CAVOK 12/06 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 03:30,53.60,42.80,66.70,280.00,13.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120330Z AUTO 28013KT CAVOK 12/06 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 04:00,53.60,42.80,66.70,300.00,11.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120400Z AUTO 30011KT CAVOK 12/06 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 04:30,51.80,42.80,71.26,300.00,10.00,0.00,29.85,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,51.80,LFMI 120430Z AUTO 30010KT 9999 FEW032 11/06 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 05:00,53.60,42.80,66.70,300.00,8.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120500Z AUTO 30008KT CAVOK 12/06 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 05:30,53.60,42.80,66.70,300.00,8.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFMI 120530Z AUTO 30008KT CAVOK 12/06 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 06:00,57.20,42.80,58.52,320.00,12.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFMI 120600Z AUTO 32012KT CAVOK 14/06 Q1012 NOSIG,M
LFMI,LFMI,2023-05-12 06:30,59.00,44.60,58.77,320.00,16.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMI 120630Z AUTO 32016KT CAVOK 15/07 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 07:00,59.00,46.40,62.92,330.00,14.00,0.00,29.85,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFMI 120700Z AUTO 33014KT 9999 4800 NSC 15/08 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 07:30,60.80,46.40,59.01,330.00,14.00,0.00,29.85,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFMI 120730Z AUTO 33014KT 9999 4300 NSC 16/08 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 08:00,62.60,48.20,59.26,330.00,17.00,0.00,29.85,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,62.60,LFMI 120800Z AUTO 33017KT 9999 SCT030 17/09 Q1011 NOSIG,M
LFMI,LFMI,2023-05-12 08:30,64.40,46.40,51.98,320.00,15.00,0.00,29.85,M,6.21,M,FEW,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,64.40,LFMI 120830Z AUTO 32015KT 9999 FEW032 18/08 Q1011 NOSIG,M
LFMK,LFMK,2023-05-12 00:00,51.80,46.40,81.74,270.00,7.00,0.00,30.03,M,6.21,M,SCT,BKN,OVC,///,1800.00,4200.00,5400.00,M,M,M,M,M,M,M,M,51.80,LFMK 120000Z AUTO 27007KT 9999 SCT018/// BKN042/// OVC054/// //////TCU 11/08 Q1017,M
LFMK,LFMK,2023-05-12 00:30,51.80,46.40,81.74,270.00,10.00,0.00,30.03,M,6.21,M,BKN,BKN,BKN,M,2400.00,4800.00,5400.00,M,M,M,M,M,M,M,M,51.80,LFMK 120030Z AUTO 27010KT 240V300 9999 BKN024 BKN048 BKN054 11/08 Q1017,M
LFMK,LFMK,2023-05-12 01:00,50.00,46.40,87.37,270.00,8.00,0.00,30.03,M,6.21,M,FEW,SCT,BKN,///,1600.00,2600.00,4000.00,M,M,M,M,M,M,M,M,50.00,LFMK 120100Z AUTO 27008KT 230V310 9999 FEW016/// SCT026/// BKN040/// //////TCU 10/08 Q1017,M
LFMK,LFMK,2023-05-12 01:30,50.00,48.20,93.50,270.00,8.00,0.00,30.03,M,6.21,M,BKN,BKN,BKN,///,1800.00,2500.00,4600.00,M,-RADZ,M,M,M,M,M,M,50.00,LFMK 120130Z AUTO 27008KT 9999 -RADZ BKN018/// BKN025/// BKN046/// //////TCU 10/09 Q1017,M
LFMK,LFMK,2023-05-12 02:00,50.00,48.20,93.50,280.00,9.00,0.00,30.03,M,6.21,M,FEW,BKN,BKN,///,1800.00,2500.00,3100.00,M,-RA,M,M,M,M,M,M,50.00,LFMK 120200Z AUTO 28009KT 9999 -RA FEW018/// BKN025/// BKN031/// //////TCU 10/09 Q1017,M
LFMK,LFMK,2023-05-12 02:30,50.00,48.20,93.50,270.00,9.00,0.00,30.03,M,6.21,M,FEW,BKN,BKN,///,1500.00,2200.00,3700.00,M,M,M,M,M,M,M,M,50.00,LFMK 120230Z AUTO 27009KT 240V300 9999 FEW015/// BKN022/// BKN037/// //////TCU 10/09 Q1017,M
LFMK,LFMK,2023-05-12 03:00,50.00,48.20,93.50,270.00,8.00,0.00,30.03,M,5.59,M,SCT,BKN,OVC,M,3100.00,4200.00,5000.00,M,-RADZ,M,M,M,M,M,M,50.00,LFMK 120300Z AUTO 27008KT 240V300 9000 -RADZ SCT031 BKN042 OVC050 10/09 Q1017 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 03:30,50.00,48.20,93.50,270.00,7.00,0.00,30.00,M,6.21,M,FEW,BKN,OVC,///,1200.00,3300.00,4900.00,M,-RA,M,M,M,M,M,M,50.00,LFMK 120330Z AUTO 27007KT 9999 -RA FEW012/// BKN033/// OVC049/// //////TCU 10/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 04:00,50.00,48.20,93.50,270.00,8.00,0.00,30.00,M,6.21,M,FEW,BKN,OVC,///,1700.00,3700.00,4400.00,M,M,M,M,M,M,M,M,50.00,LFMK 120400Z AUTO 27008KT 220V290 9999 FEW017/// BKN037/// OVC044/// //////CB 10/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 04:30,50.00,48.20,93.50,280.00,8.00,0.00,30.00,M,6.21,M,OVC,///,M,M,1100.00,M,M,M,-DZ,M,M,M,M,M,M,50.00,LFMK 120430Z AUTO 28008KT 250V310 9999 -DZ OVC011/// //////CB 10/09 Q1016 TEMPO 4000 -SHRA,M
LFMK,LFMK,2023-05-12 05:00,48.20,48.20,100.00,280.00,8.00,0.00,30.00,M,6.21,M,FEW,SCT,BKN,///,1000.00,4600.00,6400.00,M,M,M,M,M,M,M,M,44.07,LFMK 120500Z AUTO 28008KT 9999 FEW010/// SCT046/// BKN064/// //////TCU 09/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 05:30,50.00,48.20,93.50,270.00,8.00,0.00,30.00,M,6.21,M,FEW,SCT,BKN,///,1300.00,4100.00,5400.00,M,-DZ,M,M,M,M,M,M,50.00,LFMK 120530Z AUTO 27008KT 9999 -DZ FEW013/// SCT041/// BKN054/// //////TCU 10/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 06:00,50.00,48.20,93.50,270.00,11.00,0.00,30.00,M,6.21,M,FEW,BKN,BKN,M,800.00,3500.00,4400.00,M,M,M,M,M,M,M,M,50.00,LFMK 120600Z AUTO 27011KT 9999 FEW008 BKN035 BKN044 10/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 06:30,51.80,48.20,87.47,270.00,10.00,0.00,30.00,M,6.21,M,BKN,BKN,OVC,M,1100.00,2900.00,3600.00,M,M,M,M,M,M,M,M,51.80,LFMK 120630Z AUTO 27010KT 230V290 9999 BKN011 BKN029 OVC036 11/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 07:00,51.80,48.20,87.47,270.00,10.00,0.00,30.00,M,6.21,M,SCT,OVC,M,M,1100.00,2700.00,M,M,M,M,M,M,M,M,M,51.80,LFMK 120700Z AUTO 27010KT 9999 SCT011 OVC027 11/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 07:30,51.80,48.20,87.47,260.00,6.00,0.00,30.00,M,6.21,M,BKN,OVC,///,M,1700.00,2300.00,M,M,M,M,M,M,M,M,M,51.80,LFMK 120730Z AUTO 26006KT 230V290 9999 BKN017/// OVC023/// //////TCU 11/09 Q1016 TEMPO 4000 -SHRA BKN010 SCT025TCU,M
LFMK,LFMK,2023-05-12 08:00,51.80,48.20,87.47,270.00,8.00,0.00,30.03,M,6.21,M,BKN,OVC,///,M,1400.00,1900.00,M,M,-DZ,M,M,M,M,M,M,51.80,LFMK 120800Z AUTO 27008KT 240V300 9999 -DZ BKN014/// OVC019/// //////CB 11/09 Q1017 TEMPO 4000 -SHRA,M
LFMK,LFMK,2023-05-12 08:30,51.80,50.00,93.55,260.00,9.00,0.00,30.00,M,6.21,M,BKN,BKN,OVC,M,1300.00,2100.00,2900.00,M,M,M,M,M,M,M,M,51.80,LFMK 120830Z AUTO 26009KT 220V300 9999 BKN013 BKN021 OVC029 11/10 Q1016 TEMPO 30015G25KT 4000 SHRA SCT035CB,M
LFML,LFML,2023-05-12 00:00,57.20,46.40,67.12,310.00,18.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFML 120000Z AUTO 31018KT CAVOK 14/08 Q1012 NOSIG,M
LFML,LFML,2023-05-12 00:30,57.20,46.40,67.12,300.00,17.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFML 120030Z AUTO 30017KT CAVOK 14/08 Q1012 NOSIG,M
LFML,LFML,2023-05-12 01:00,57.20,48.20,71.83,270.00,17.00,0.00,29.88,M,6.21,M,FEW,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,57.20,LFML 120100Z AUTO 27017KT 9999 FEW027 14/09 Q1012 BECMG 33018KT,M
